DATE,datealt,g,R,gdp_trend,R_trend,g_trend,real_gdp_trend,gdp_nominal,ln_gdp_dt,ln_R_dt,g_y,R_y,tau_raw,tau,tau_hp1600
1952-03-31,1952.0,51.824,64.18,355.6951018966309,59.788890774903145,48.92237488730069,27.141281310652897,359.82,0.011529997870407982,7.087176497799597,0.14402756934022565,17.8366961258407,nan,nan,nan
1952-06-30,1952.25,54.786,64.252,361.7069784725359,60.802751602152306,49.76968739930555,27.352717525778306,361.03,-0.001873374936360861,5.5177807133101275,0.15174916211949147,17.796858986787804,nan,nan,nan
1952-09-30,1952.5,57.204,64.696,367.82046639976704,61.83380481687855,50.6316749653047,27.565800872907342,367.701,-0.00032484816902034197,4.524915737239965,0.15557205446816844,17.59473050114087,nan,nan,nan
1952-12-31,1952.75,58.879000000000005,67.816,374.03728308994977,62.88234195632183,51.50859175032776,27.780544183540233,380.812,0.017950335173384957,7.553276302627943,0.15461435038811802,17.808262344674013,0.26025513590522875,0.31914740008616593,0.31118090723974046
1953-03-31,1953.0,59.478,69.496,380.3591749820037,63.94865950141934,52.40069632142314,27.996960389137207,387.98,0.019837788279174262,8.3188630819091,0.15330171658332903,17.912263518738076,0.2576476845261455,0.3164392104629106,0.30950595637157063
1953-06-30,1953.25,60.932,69.82000000000001,386.78791803275647,65.03305896063793,53.30825172389879,28.215062521897305,391.749,0.012744801189284338,7.102476167965843,0.15553836767930485,17.822636433022165,0.2576476845261455,0.3163382979778262,0.31043254588348834
1953-09-30,1953.5,59.547,68.884,393.3253182158491,66.1358469552272,54.231525558883625,28.43486371554305,391.171,-0.005492246633158615,4.071301658671889,0.15222754243029263,17.60968987987351,0.2576476845261455,0.3162368898519008,0.3113424492427112
1953-12-31,1953.75,61.266,63.684,399.9732120290719,67.25733530591921,55.17079006223218,28.656377206111436,385.97,-0.03563792870087035,-5.459273408088006,0.1587325439801021,16.49972795813146,0.2576476845261455,0.3161345185353147,0.3122194480223921
1954-03-31,1954.0,59.156000000000006,61.012,406.7334670102769,68.39784112109739,56.12632218479597,28.87961633275089,385.345,-0.05401906178701665,-11.427069543565427,0.15351438321504107,15.833084638440875,0.23287920076556312,0.29126208758185573,0.28827282807235377
1954-06-30,1954.25,57.483000000000004,61.092,413.6079822620116,69.55768688646155,57.098403674084764,29.10459453852462,386.121,-0.06876783063544067,-12.977551072384585,0.14887302166937308,15.821983264313518,0.23287920076556312,0.29115580771496197,0.2890107664371815
1954-09-30,1954.5,56.967,61.764,420.5986889850155,70.73720055621247,58.08732115734279,29.33132537122004,390.996,-0.07298181649835733,-13.565093883212942,0.14569714268176656,15.796581039192217,0.23287920076556312,0.29104654298853694,0.28964439543019704
1954-12-31,1954.75,57.727000000000004,63.836,427.70755102073747,71.93671564578352,59.093366226063246,29.559822484164684,399.734,-0.06764034412638864,-11.946948861251094,0.14441353500077553,15.969619797165116,0.23287920076556312,0.2909337468920782,0.29016127646431045
1955-03-31,1955.0,57.760000000000005,67.796,434.93656540302305,73.156571326144,60.116835521966635,29.7900996370483,413.073,-0.05157586100565492,-7.609876085234557,0.13983000583431984,16.41259535239534,0.24128455123655101,0.29922233015372957,0.2989618707443048
1955-06-30,1955.25,57.64,69.756,442.2877629191218,74.39711251970249,61.15803082446869,30.022170696751516,421.532,-0.048065023670766927,-6.441369235964345,0.13673932228158242,16.54820986307089,0.24128455123655101,0.2991012599842907,0.29923781433223806
1955-09-30,1955.5,59.522999999999996,71.376,449.7632086801812,75.65868999783554,62.21725913966238,30.25604963818079,430.221,-0.044422211190963345,-5.827062633965241,0.1383544736309943,16.59054299999303,0.24128455123655101,0.29897558001731206,0.29939852060194594
1955-12-31,1955.75,58.295,73.06800000000001,457.3650027013821,76.94166048007081,63.29483279084192,30.491750545110065,437.092,-0.04533806585569167,-5.165696416982701,0.1333700914224008,16.71684679655542,0.24128455123655101,0.2988450096358445,0.29944960589034747
1956-03-31,1956.0,58.373000000000005,73.464,465.0952804918765,78.24638673495215,64.39106951059402,30.72928761102874,439.746,-0.05604500138196489,-6.306716213174646,0.13274253773769404,16.706007558909008,0.2445497426127442,0.3019744870764205,0.30266333090320763
1956-06-30,1956.25,60.433,74.808,472.9562136546995,79.57323768261436,65.5062925344841,30.9686751399965,446.01,-0.058661439359006806,-6.175299516852473,0.13549696195152575,16.772718100491023,0.2445497426127442,0.3018334052299852,0.3025178032820594
1956-09-30,1956.5,59.07000000000001,74.604,480.95001049682116,80.92258849909838,66.6408306963657,31.20992754750457,451.191,-0.06387258324740763,-8.129887508517353,0.13092016463094347,16.534904286654655,0.2445497426127442,0.3016867286042809,0.3022861172832299
1956-12-31,1956.75,60.735,77.416,489.07891664950523,82.29482072243432,67.79501852533971,31.453059361343904,460.463,-0.06029135517632955,-6.111469644043588,0.13189984863061743,16.81264292679325,0.2445497426127442,0.30153422922989315,0.3019756792278307
1957-03-31,1957.0,63.951,79.56400000000001,497.3452156991572,83.69032236052445,68.96919634439386,31.69808522247991,469.779,-0.05702201261320816,-5.056161863496644,0.1361299674953542,16.9364743847639,0.24616142505491012,0.3029873619453756,0.3032052261238665
1957-06-30,1957.25,64.886,79.008,505.7512298288348,85.10948800085444,70.16371037074984,31.94501988593417,472.025,-0.06901295745350033,-7.4389408573714455,0.13746305810073617,16.738096499126108,0.24616142505491012,0.30282253615358057,0.3027582899213559
1957-09-30,1957.5,64.94800000000001,78.924,514.2993204705967,86.5527189220663,71.37891281794853,32.19387822167296,479.49,-0.07008239246085513,-9.226833148797287,0.13545225135039313,16.459988738034166,0.24616142505491012,0.3026511959433268,0.3022525236985169
1957-12-31,1957.75,67.855,76.112,522.9918889688815,88.02042320742196,72.61516199970387,32.44467521550269,474.864,-0.09653750803197969,-14.536292976396403,0.142893544256882,16.028168064961758,0.24616142505491012,0.30247309196899397,0.30169325122822993
1958-03-31,1958.0,67.481,72.604,531.8313772550994,89.51301586019211,73.87282243555443,32.69742596997229,467.54,-0.1288415724864942,-20.936402658086273,0.14433203576164605,15.528938700432048,0.24293311994351585,0.2990596604946968,0.2978571604126986
1958-06-30,1958.25,71.507,72.524,540.8202685336203,91.03091892100072,75.15226495834587,32.95214570528266,471.978,-0.13615462849404025,-22.728167560773382,0.1515049430270055,15.36597044777511,0.24293311994351585,0.29886724562090133,0.2972058732743207
1958-09-30,1958.5,71.82900000000001,75.864,549.9610879793624,92.57456158716033,76.45386682357424,33.208849760203286,485.841,-0.12396611671725033,-19.90721274485736,0.14784466522998269,15.614985149462482,0.24293311994351585,0.2986673027503747,0.2965185128440822
1958-12-31,1958.75,72.275,79.58800000000001,559.2564034471673,94.14438033402993,77.77801182062306,33.467553592995785,499.555,-0.11289034822963107,-16.796623717170167,0.14467876410004904,15.931779283562372,0.24293311994351585,0.29845962095791034,0.29580533066159614
1959-03-31,1959.0,69.20599999999999,83.928,568.7088261931684,95.74081903843194,79.12509038592763,33.7282727823449,510.33,-0.10831099884850559,-13.168545031822187,0.13561029138008737,16.445829169361,0.2527627541553593,0.30807365409020626,0.3049094654758202
1959-06-30,1959.25,70.124,87.592,578.3210116083467,97.36432910416077,80.49549971809833,33.99102302829651,522.653,-0.10121133396834114,-10.57702430349865,0.13416932458055342,16.75911168595607,0.2527627541553593,0.30784998599530883,0.3041888521365471
1959-09-30,1959.5,70.91,85.636,588.0956599644888,99.01536958962058,81.88964389503874,34.25582015320317,525.034,-0.1134265992815422,-14.516933098033746,0.13505792005851047,16.310562744507976,0.2527627541553593,0.3076180396533425,0.3034883367812067
1959-12-31,1959.75,71.279,86.024,598.0355171727542,100.69440733762731,83.30793399309165,34.522680102676766,528.6,-0.12341814328220835,-15.746393323529162,0.13484487325009456,16.273931138857357,0.2527627541553593,0.30737754256581673,0.30282159037082884
1960-03-31,1960.0,68.295,93.192,608.1433755550576,102.40191710741115,84.75078820824838,34.7916189465489,542.648,-0.11394980995547499,-9.424355308474386,0.12585506626763573,17.1735637098082,0.2529688628182647,0.3073342719498381,0.3024072893868898
